"","CUSTOMER_CANCEL_REASON_OTHER","BASE_PRICE","BCC5520_AVG","REV7430_AVG","ILN6200A_PCT","OPTIONS_PRICE","BCC5421_AVG","ALL6200A_PCT","ALL6280A_PCT","ILN7430_AVG","BCC5520_AVG_missing","OPTIONS_PRICE_missing"
"4024",0,494,7853.57,86,80,0,11171.43,60,80,90,0,0
"4025",0,576,6584.73,84,78,0,9427.27,55,55,85,0,0
"4026",0,356,8050.7,90.1,53,168,7090,24,30,47.37,0,0
"4027",0,356,9117.75,71.57,60,180,8625,21,31,77.2,0,0
"4028",0,424,3041.63,74.06,69,0,2971.88,25,30,68,0,0
"4029",0,0,7835.94,63.71,60,588,6603.33,27,25,80.67,1,0
"4030",0,505,3948.11,83.14,67,79,3511.2,39,58,86.17,1,0
"4031",0,569,4519.5,70.57,33,0,3816.67,14,29,77.67,0,0
"4032",0,599,6646.3,99.58,91,0,5360.2,50,64,95.45,0,0
"4033",0,544,9159.14,85.64,33,0,10314.29,42,44,76.33,0,0
"4034",0,619,10075.76,92.86,84,0,7957.14,65,74,85.9,0,0
"4035",0,356,15000.6,94.42,95,168,13682.55,72,83,97.5,0,0
"4036",0,0,986,65.2,42,668,878,23,21,61.58,0,0
"4037",0,356,6225.41,98.29,57,168,4921.94,40,50,83.6,1,0
"4038",0,669,8856.67,92.17,80,30,13425,55,57,92.76,1,0
"4039",0,499,20534.29,97.95,100,0,14058.47,80,95,91.67,0,0
"4040",0,0,5428.5,75.71,0,431,1275,7,14,71,0,0
"4041",0,356,3165.5,66.89,44,132,2472.5,18,33,63.13,0,0
"4042",0,356,13914.63,99,88,156,11300,78,89,95.88,0,0
"4043",0,356,14359.8,98.23,90,304,12550,74,84,94.79,0,0
"4044",0,799,5299.47,52.46,25,0,6857.14,22,27,46.83,1,0
"4045",0,544,2317.2,78.56,60,0,1510,27,27,75.8,0,0
"4046",0,356,7750.75,93,86,132,5698,61,69,89.72,1,0
"4047",0,436,5683.44,94.7,80,30,6622.22,64,60,80,0,0
"4048",1,677,9136.29,83.91,80,160,8572.86,46,64,92,0,0
"4049",0,0,4713.2,93.54,86,424,3247.5,54,64,85.71,0,0
"4050",0,389,6151.23,85.15,69,0,6823,34,42,77.22,0,0
"4051",0,356,3119,78.89,65,120,2564.52,31,50,73.39,0,0
"4052",0,669,6879.36,81.73,75,0,9954.55,53,69,83,0,0
"4053",0,485,4394.38,71.31,69,0,4547.22,24,23,78.36,1,0
"4054",0,639,11624.83,90.53,73,0,10080.09,56,63,87.08,0,0
"4055",0,658,4875,64.53,27,0,5000,30,33,65.82,1,0
"4056",0,356,10904.78,81.42,67,144,13055.56,55,61,78.4,0,0
"4057",0,576,5778.27,78.56,56,0,5364,58,59,82.78,0,0
"4058",0,356,5803.25,68.91,41,144,4687.5,32,32,61.24,0,0
"4059",0,385,9710.11,97.25,89,0,7533.33,64,75,85.22,0,0
"4060",0,356,9397.87,88.45,76,0,9851.59,71,68,87.04,0,0
"4061",0,564,1687.5,80.67,50,0,750,11,0,68,0,0
"4062",0,639,4900.38,87.9,72,0,4366.12,38,52,78.11,0,0
"4063",0,356,11875,99.39,100,168,9940,81,88,100,1,0
"4064",0,429,9504.8,86.9,67,160,9710,65,70,76.13,0,0
"4065",0,356,1433.33,53.63,50,168,1433.33,25,36,77.13,0,0
"4066",0,356,2511,73.56,70,144,4016.67,21,33,77.33,1,0
"4067",0,569,6544.64,79.17,53,0,4886.36,32,52,70.06,0,0
"4068",0,677,11340.63,88.81,76,190,12171.67,56,62,81.33,0,0
"4069",0,356,6628.05,91.54,91,168,7775,78,84,80.77,1,0
"4070",0,389,8439.8,87.56,76,40,7088,55,73,82.71,0,0
"4071",0,669,11402.83,54.85,50,30,8583.33,29,56,64.92,0,0
"4072",0,480,0,45.4,17,0,0,10,22,63.33,0,0
"4073",0,514,8856.67,93.43,86,0,7898.15,57,72,95.95,0,0
"4074",0,674,3246.18,68.25,42,0,2503,18,14,57,0,0
"4075",0,649,7787.38,93.88,79,0,5420.59,82,89,92.75,1,0
"4076",0,0,10948.33,66.29,60,580,7200,18,27,57,0,0
"4077",0,544,5594,72.56,33,0,5164,30,35,43.39,0,0
"4078",0,669,10399.5,94.34,83,0,8510.52,65,77,88.11,0,0
"4079",0,0,7470.58,87.37,80,564,6526.32,52,66,88.3,0,0
"4080",0,638,7940,71.88,67,0,6875,40,40,77.78,0,0
"4081",0,414,13614.5,91.11,54,180,6422.22,32,36,77.26,1,0
"4082",0,419,9425,32.22,55,0,7950,25,24,62.27,0,0
"4083",0,669,2312.5,57.56,46,0,2180,16,21,61.23,0,0
"4084",0,669,5156.73,59.7,73,0,6202.83,32,44,90.6,0,0
"4085",0,356,4633.22,83.2,57,168,3180,44,50,65.5,0,0
"4086",0,356,7777.07,95.65,92,132,6596.43,67,76,88.92,0,0
"4087",0,356,6232.5,73,100,132,6275,17,33,100,0,0
"4088",0,569,8549.53,82.04,70,0,9013.33,52,61,82.3,0,0
"4089",0,514,11324,90.95,79,0,12532.35,37,71,91.71,0,0
"4090",0,356,4421.78,77.25,71,144,5527.78,47,47,55.14,0,0
"4091",0,355,8747.69,78.95,67,0,7253.85,57,58,77.67,0,1
"4092",0,228,6938,90.12,92,0,6203.74,66,70,98.85,0,0
"4093",1,658,1116.6,60.25,31,0,1020,11,12,58.77,0,0
"4094",0,564,6330.47,83.06,69,0,6580,36,58,81.81,0,0
"4095",0,0,12457.25,95.22,100,1149,12078.3,67,72,100,1,0
"4096",0,455,251,40,67,0,251,0,8,81.89,0,1
"4097",0,576,10332.2,96.61,92,0,10118.2,78,75,99.25,0,1
"4098",0,669,13933.4,85.91,82,0,13190,31,69,99.1,1,0
"4099",0,0,3648,64.81,51,479,2986.29,18,27,76.87,0,0
"4100",0,0,3653.2,72,35,549,3080,7,19,48.3,0,0
"4101",0,356,10472.52,88.54,100,168,9933.71,68,79,90.91,0,0
"4102",0,669,6182.77,70.8,56,0,5644.69,18,35,80.5,0,0
"4103",0,356,9549.14,85.43,83,132,9642.86,53,62,91.67,0,0
"4104",0,356,5342.86,76.18,57,144,2078.57,33,47,92.71,0,0
"4105",0,356,4838.9,89.46,62,168,5063.64,40,50,81.38,0,0
"4106",0,639,3480.36,81.13,67,0,3553.57,24,25,77.8,0,0
"4107",0,365,6905,88.72,100,110,6561.54,78,80,100,0,0
"4108",0,356,9380.64,85.96,61,120,9360.71,40,62,77,0,0
"4109",0,688,8462.5,81,50,0,8275,38,29,50,0,0
"4110",0,356,5508,87.65,72,144,5270.02,36,62,84.49,0,0
"4111",0,356,5234.67,59,50,144,2908.33,14,14,80.5,0,0
"4112",0,0,4500,76,33,564,4400,36,36,59.89,1,0
"4113",0,499,6866.47,76.25,48,0,6779.41,33,47,64.6,0,0
"4114",0,0,3374.93,60.95,29,564,2524.93,13,11,59.63,0,0
"4115",0,0,1572.86,66.3,45,576,1471.57,0,43,59.45,0,0
"4116",0,0,4150.93,68.29,46,564,3550,22,26,69.5,0,0
"4117",0,356,5425,66.67,40,132,4500,24,36,75,0,0
"4118",0,658,4425,73.66,70,0,4058.64,36,50,85.58,0,0
"4119",0,669,7520.83,89.93,64,0,6687.5,44,44,77,0,0
"4120",0,356,6806.25,83.18,70,144,7453.33,32,42,82,1,0
"4121",0,499,9057.13,76.68,73,0,8289.71,44,64,82.53,0,0
"4122",0,0,3539.42,62.89,44,444,3438.46,19,26,64.12,0,0
"4123",0,669,5873.08,80.95,67,0,7067.69,55,58,74.47,0,0
"4124",0,356,8563.8,97.14,90,120,10200,80,92,92.5,0,0
"4125",0,669,8250.13,83.57,71,0,6103.13,36,46,86.71,0,0
"4126",1,580,4194.09,79.62,76,0,3427.27,35,52,81.71,0,0
"4127",0,514,7249.38,86.08,100,0,5518.27,48,44,100,1,0
"4128",0,356,1225,66.89,0,0,1214.29,0,0,48.8,0,0
"4129",0,0,8618.1,92.64,78,760,6597.47,72,82,80.19,0,0
"4130",0,356,7807.58,89.06,69,168,6758.33,71,73,79.23,0,0
"4131",0,0,2885,80.31,50,436,2270,14,31,71.5,0,0
"4132",0,356,12948,98.67,95,156,13081.82,79,88,88.35,0,0
"4133",0,639,3901.94,83.05,55,0,4075,32,55,75.18,1,0
"4134",0,658,10362.5,99,100,0,6411.11,80,90,100,0,0
"4135",0,649,7523.67,92.88,46,0,5916.67,29,36,78.46,0,0
"4136",0,356,11373.9,89,79,180,8355,51,50,80,1,0
"4137",0,639,5671.28,92.19,73,0,6880.56,52,67,71.18,0,0
"4138",0,356,4419.82,64.68,60,144,3451.67,33,42,72.11,1,0
"4139",0,356,6462.5,74.11,67,0,7237.5,44,38,97.17,0,0
"4140",0,374,6825.7,96.21,100,30,6420,63,71,80,0,0
"4141",0,688,6025.17,82.55,72,0,4400,31,50,85.2,1,0
"4142",0,0,5681.94,81,47,635,3864.71,35,52,74,0,0
"4143",0,365,2412.4,71.43,89,0,2470,40,60,88.89,0,1
"4144",0,639,12147.86,92.33,77,0,9032.14,71,74,79.14,0,0
"4145",0,356,8308.88,80.76,77,120,7484.44,38,54,65.77,0,0
"4146",0,494,8438.33,93.75,67,30,10300,52,47,78.17,0,0
"4147",0,499,6035.8,90.36,71,0,5085,36,61,78.39,0,0
"4148",0,544,3672.33,69.79,59,0,3280.83,22,24,73.53,0,0
"4149",0,639,4512.09,61.83,37,0,4395.45,14,15,48.77,0,0
"4150",0,514,3175.29,86.42,67,0,4421.43,38,67,86.5,0,0
"4151",0,485,9063,69.35,25,0,8450,23,42,63,1,1
"4152",0,514,5348.55,82.79,60,0,4909.09,31,38,73.6,0,0
"4153",0,356,1784.33,100,100,156,1850,21,23,100,1,0
"4154",0,564,8255.31,85,62,0,7146.15,35,47,83.69,0,0
"4155",0,356,8808.73,97.67,78,156,5361.27,69,85,79.33,0,0
"4156",0,306,1136.17,58.2,20,168,1116.67,0,6,59.27,0,0
"4157",0,464,9053.6,91.81,75,0,9560,59,72,75,0,0
"4158",0,356,10381.13,84.13,63,168,9842.19,41,53,89,0,0
"4159",0,356,11475,80.43,88,0,8383.33,22,56,75,0,0
"4160",0,356,1436.7,63.42,47,144,1485,23,42,64.87,0,0
"4161",0,356,9235.17,79.52,80,0,9216.75,43,73,94.8,0,0
"4162",0,356,4850,80,50,132,2825.67,20,20,80.13,0,0
"4163",0,356,9085.5,93.13,86,168,6450,36,46,92.86,0,0
"4164",0,356,2729.6,89,21,144,4090,13,33,67,0,0
"4165",0,564,9644.5,91.06,93,0,7950,59,93,98.57,0,0
"4166",0,326,10202.58,95.67,100,0,9225.96,63,93,100,0,0
"4167",0,0,2380.5,81.58,50,424,2500,25,10,39.63,0,0
"4168",0,0,5916.4,73,67,534,6920,50,50,96.67,0,0
"4169",0,619,2636.75,92,29,0,2700,19,18,45.29,0,0
"4170",0,639,7350.64,88.16,75,0,7928.36,59,59,87.7,0,0
"4171",0,356,10799.17,95.67,100,30,7966.67,50,63,100,0,0
"4172",0,529,8329.36,85.97,72,0,7440.91,42,55,82.8,0,0
"4173",0,356,4899.71,63.93,60,168,5250,17,33,61,0,0
"4174",0,356,5048.86,54.52,60,156,4642.86,11,18,73.6,0,0
"4175",0,669,8549.11,86.92,50,0,7300,33,35,80.57,0,0
"4176",0,544,7671.57,78.56,58,0,7212.5,25,38,61.44,1,0
"4177",0,395,5109.6,78.13,58,0,4486.67,24,39,86.46,0,0
"4178",0,724,4713.33,77.39,60,0,6192.67,31,46,72.27,0,0
"4179",0,499,13101.27,95.64,89,0,10605.89,82,88,91.29,0,0
"4180",0,494,3530.55,85.63,57,0,3100,27,60,70.76,0,0
"4181",0,576,9191.33,78.44,100,0,9795,33,75,100,0,0
"4182",0,336,11672.63,94.6,100,132,10875,80,78,100,0,0
"4183",0,356,8715,82.18,77,0,7462.58,35,53,87.15,0,0
"4184",0,639,5309.36,84.17,68,0,6509.09,24,34,78.22,0,0
"4185",0,356,6469.32,91.57,75,144,3836.84,58,64,87.25,0,0
"4186",0,0,12032.18,95.12,88,448,15456.67,71,93,97.38,0,0
"4187",0,356,7842.96,88.71,85,144,9002.61,50,61,83.88,0,0
"4188",0,356,3969.33,62.86,57,120,3333.33,27,45,62.14,0,0
"4189",0,464,8313.61,91.13,77,0,7933.5,56,78,89.12,0,0
"4190",0,669,5828,79.35,80,0,6136.36,35,44,81.67,0,0
"4191",0,356,7960.62,93.13,90,108,6561.54,63,93,90,0,0
"4192",0,639,4744,77.04,48,0,4523,23,29,64.26,0,0
"4193",0,576,5616.67,68.92,50,0,5133.33,20,29,64.25,0,0
"4194",0,799,13167,65.71,50,0,3000,20,25,76.5,0,0
"4195",0,214,6562.08,80.77,100,80,5000,46,69,100,0,0
"4196",0,569,9984.45,94.29,100,30,8727.27,64,92,100,0,0
"4197",0,356,8926.92,79.45,67,168,5421.43,48,50,84.5,0,0
"4198",0,658,5583.33,72.2,50,0,6000,25,38,94,0,0
"4199",1,560,3523.93,82.5,56,0,3466.67,47,59,77.19,0,0
"4200",0,639,6233,91.17,64,0,6233.33,35,57,73.36,0,0
"4201",0,356,11593.45,94.67,50,212,12273.33,43,44,70.59,1,0
"4202",0,356,14279.13,96.72,96,132,11596.88,74,87,87.5,0,0
"4203",0,499,9067.6,92.46,67,160,6533.33,59,71,83.5,0,0
"4204",0,669,8726.43,87,33,0,8092.86,56,56,74.17,0,0
"4205",0,669,14818.36,94.65,77,0,12678.71,73,76,88.46,0,0
"4206",0,552,4419.82,71.29,63,0,3858.82,32,41,86.79,0,0
"4207",0,356,2031.25,64.75,50,168,2250,22,33,70.25,0,0
"4208",0,0,6360.54,77.72,86,464,7246.15,37,37,90.43,0,0
"4209",0,356,11682.69,96.58,83,0,10133.42,55,74,97.33,1,0
"4210",0,639,4629.8,74.56,53,0,5297.09,30,42,72.13,0,0
"4211",0,0,7450,82,75,555,10966.67,44,78,93.38,0,0
"4212",0,435,3946.43,93.75,80,79,2000,27,50,80,1,0
"4213",0,564,750,87.33,67,0,750,25,25,91.67,0,0
"4214",0,564,14240.44,87.09,93,0,11688.94,59,71,93.33,0,0
"4215",0,356,7437.26,94,100,168,6800,83,85,100,1,0
"4216",0,639,9380.75,69.35,35,251,6250,25,52,69.78,1,0
"4217",0,0,5506.81,80.79,62,757,5770.37,53,56,67.07,0,0
"4218",0,228,9780,81.47,79,0,8359.38,42,57,86.37,1,0
"4219",1,514,2603.4,64.3,17,0,2766.67,0,21,52.4,1,0
"4220",0,639,2100,59.63,25,0,2100,20,23,49.13,0,0
"4221",0,445,1033.33,57.87,29,0,933.33,5,17,71,0,0
"4222",0,639,6370.08,81.62,67,0,4804.17,44,50,72.2,0,0
"4223",0,544,760,68,0,0,920,15,0,48.14,1,0
"4224",0,569,8391.67,83.8,83,160,9391.67,36,55,91.67,0,0
"4225",0,356,9764.89,94,80,132,8521.05,69,78,76.45,0,0
"4226",0,356,3007.7,84,50,168,3145,13,29,81.25,0,0
"4227",0,499,3418.75,56.27,54,160,2075,29,33,67.69,0,0
"4228",0,356,7012.8,81.25,58,156,5440.3,43,55,77.26,0,0
"4229",0,724,3216,63.86,33,0,2163.33,4,8,49.48,0,0
"4230",0,639,12946.04,93.05,100,0,11681.25,75,86,100,1,0
"4231",0,356,7024.27,81.23,53,168,5308.33,38,38,57.79,0,0
"4232",0,356,4334.47,61.3,45,180,6101.67,21,24,60.03,0,0
"4233",0,356,4286.11,74.2,46,168,2683.33,38,38,78.31,0,0
"4234",0,356,6535.88,83.85,61,180,5797.92,38,47,86.61,0,0
"4235",0,0,8972.33,84.38,60,459,11033.33,38,57,75,0,0
"4236",0,356,7715.06,86.76,62,156,5795.63,61,67,93.85,0,0
"4237",0,494,5967.45,86,50,0,6913.64,47,60,78.5,0,0
"4238",0,356,6174.73,82.75,75,168,6723.18,57,68,79.13,0,0
"4239",0,356,5196.47,80.94,55,144,5358.82,24,34,79.13,0,0
"4240",0,499,9626.25,82.56,70,0,10585.71,25,25,81.7,1,0
"4241",0,356,9716.87,84.73,65,144,11030.26,56,71,81.63,0,0
"4242",1,380,4820.4,87.67,50,0,3160,33,56,67.63,0,0
"4243",0,564,5192.18,80.48,60,0,4509.09,29,31,71.13,0,0
"4244",0,639,9917.13,98.64,25,0,10944.44,67,90,62.5,0,0
"4245",0,814,6754.82,59.95,48,115,3500,0,9,78.85,1,0
"4246",0,539,10016.38,76.79,36,30,7865.5,19,25,56.82,0,0
"4247",0,468,2603.64,67.6,55,0,3427.27,21,29,68.27,0,0
"4248",0,669,1439.75,62.73,40,0,590,18,27,78,0,0
"4249",0,639,5273.11,80.92,50,0,7961.11,18,40,71.07,0,0
"4250",0,356,10654.19,94.46,69,132,9695.24,59,69,81.75,0,0
"4251",0,514,12742.21,90.89,69,40,10821.43,47,50,82.06,0,0
"4252",0,356,6510,86.64,33,236,5960,33,60,69.33,0,0
"4253",0,564,9626.25,82.89,100,0,8786.25,56,67,88.89,0,0
"4254",0,395,11715,95.44,86,213,13783.33,67,88,92.86,0,0
"4255",0,569,3136,74.03,50,0,3290,26,38,77.79,1,0
"4256",0,356,4128.75,90.6,69,144,4995,24,67,58.89,1,0
"4257",0,536,4712.56,92.56,89,0,6192.67,56,77,87.5,1,0
"4258",0,0,11918.25,98.86,100,564,10712.5,71,67,100,0,0
"4259",0,356,9105,87,43,180,9350,43,71,68.57,0,0
"4260",0,385,9054.83,98.17,92,0,8089.42,60,65,82.17,0,0
"4261",0,356,7967.79,85.27,69,144,6814.71,46,52,88.28,0,0
"4262",0,639,5023.4,64.83,58,30,5300,29,31,87.83,0,0
"4263",0,0,5868.79,84.76,52,374,5950,47,59,70.61,0,0
"4264",0,669,7750.52,84.05,66,0,7600.04,56,69,83.5,0,0
"4265",0,639,6704.13,77.4,67,0,7043.75,40,50,73.78,0,0
"4266",0,658,6731,69.29,30,0,6700,30,36,50.36,1,0
"4267",0,669,2058.33,74.19,31,0,3200,5,20,64.92,0,0
"4268",0,594,5696.69,86.71,68,0,5951.9,28,51,77.88,0,0
"4269",0,569,1966,90.22,82,0,2357.14,46,42,85.55,0,0
"4270",0,356,8761.55,63.46,53,144,6515.38,41,46,68.74,1,0
"4271",0,356,3347,67.3,64,224,3036.11,33,50,65,1,0
"4272",0,499,6051.5,74.61,62,0,5183.33,35,40,49.05,0,0
"4273",0,514,5197.25,97.88,80,0,5630.43,57,58,95.76,1,0
"4274",0,356,8454.36,76.83,65,144,6963.64,39,38,81.53,0,0
"4275",0,356,6537,88.84,80,156,6594.44,35,40,83.9,0,0
"4276",0,356,5960.5,85.25,63,168,5166.73,38,36,74.54,1,0
"4277",1,348,6631.25,72.5,69,0,5750,33,23,89.77,0,0
"4278",0,435,8653.13,88.13,50,0,8875,50,75,76.5,0,1
"4279",0,356,5948.52,63.71,40,304,4691.43,39,57,73.5,1,0
"4280",0,639,10998.85,94.34,74,0,8804.52,66,79,84.91,0,0
"4281",0,669,6157.85,81.87,62,0,6250.78,33,49,74.14,0,0
"4282",0,499,4398.62,87.73,38,0,3959.54,19,46,64.86,0,0
"4283",0,669,4050.17,79.64,75,0,4728.57,25,33,73.17,0,0
"4284",0,564,13049,96.73,80,0,11203.85,73,92,97.2,0,0
"4285",0,569,9953.86,100,100,40,7971.43,100,100,100,0,0
"4286",0,639,3889.47,81.59,45,0,3220,23,28,69.65,0,0
"4287",0,356,5709.83,75.78,50,156,7983.33,18,40,72.7,0,0
"4288",0,374,2372.25,77.83,68,40,2894.84,46,56,86.86,1,0
"4289",0,356,1075,59.5,80,144,1250,13,25,98.4,0,0
"4290",0,576,6174.64,91.53,80,0,6303.13,47,63,92.67,0,0
"4291",0,356,6813.83,69.1,38,253,1024,25,29,75,1,0
"4292",0,0,5652.86,71.96,50,612,5942.86,29,17,58.67,0,0
"4293",0,326,6616.5,84,60,0,3830,64,82,81.1,1,0
"4294",0,0,4100,60.33,0,660,3300,20,25,65,0,0
"4295",0,356,5575.08,91.78,67,132,5811.54,43,55,64.87,0,0
"4296",0,0,6506.36,92.85,88,356,7572.73,69,67,100,0,0
"4297",0,356,2440,59.33,25,0,2320,20,28,42.13,0,0
"4298",0,669,10997.54,95.46,96,0,9247.5,74,81,91.17,0,0
"4299",0,639,7404.74,70,54,0,6729.07,27,45,76.24,0,0
"4300",0,356,5737,64.72,45,144,4645.83,20,21,77.69,1,0
"4301",0,356,11301.92,94.47,92,180,8073.08,69,69,89.23,0,0
"4302",0,356,2372.25,85.33,33,168,2575,36,33,71.83,0,0
"4303",0,550,5090.17,92.33,57,0,6238.89,43,44,88,1,1
"4304",0,0,5669.67,89.61,68,424,8111.11,43,67,85.62,1,0
"4305",0,460,7793.24,95.07,81,0,8153.81,61,75,86.95,0,0
"4306",0,594,5345,84.11,53,0,5187.5,36,47,81.86,1,0
"4307",0,356,4246.95,85.13,71,168,3993.18,34,42,81.18,0,0
"4308",0,0,7214.33,86.55,73,518,6524.97,50,69,76.19,1,0
"4309",0,669,7897.4,86.85,59,85,3446.67,35,55,64.24,0,0
"4310",0,499,10190.5,85.14,25,0,10000,50,33,92,0,0
"4311",0,356,4673.88,74.43,50,180,4316.67,36,34,66.55,0,0
"4312",0,669,4066.67,85.6,63,0,6522.22,45,45,87.13,0,0
"4313",0,356,11403.43,99.19,100,0,9365.22,70,90,100,1,0
"4314",0,594,1050,45.64,40,0,400,5,0,65.1,0,0
"4315",0,0,6250,64.29,20,564,2500,27,11,68.4,0,0
"4316",0,424,13566.67,72.86,50,190,15483.33,36,43,44.5,0,0
"4317",0,356,2603.64,61.97,71,212,2218.61,10,13,78.82,1,0
"4318",0,669,6326.24,76.25,69,115,7955,13,29,79.44,1,0
"4319",0,450,8144.9,92.4,100,0,7220.1,57,55,100,1,0
"4320",0,569,900,55.25,22,40,1023.75,0,10,50.44,0,0
"4321",0,514,1626.43,83.42,38,0,1422.86,6,31,52.15,0,0
"4322",0,799,8431.22,75.84,44,0,8575.2,22,24,70.33,0,0
"4323",0,356,5038.92,73.06,69,168,5277.31,29,28,100,1,0
"4324",0,356,8334.74,89.98,71,144,7595.97,64,66,78.91,0,0
"4325",0,669,4853.17,75,45,0,4709.17,42,42,72.45,0,0
"4326",0,0,3017.11,68.26,41,419,3282.5,10,23,57.7,0,0
"4327",0,356,6065.6,79.75,20,156,5910,33,27,46,0,0
"4328",0,356,5420,62.6,50,168,4166.67,9,18,70.17,0,0
"4329",0,356,2073.2,72.65,42,168,2425,18,38,47.63,0,0
"4330",0,669,10253.33,81.82,63,0,6416.67,75,73,73.38,0,0
"4331",0,326,7563.08,72.65,50,0,8753.85,44,50,76.13,0,0
"4332",0,0,7902.17,60.8,46,594,3066.83,19,9,80.8,1,0
"4333",0,639,5702,84.86,60,0,6250,47,62,74.6,0,0
"4334",0,356,12734.09,97.42,80,144,13445.45,75,75,97.2,0,0
"4335",0,639,7022.05,79.17,55,0,6146.67,37,45,69.09,1,0
"4336",0,0,7684.57,83.27,70,576,3790.9,48,53,84.39,0,0
"4337",0,799,8516.67,90.38,68,0,7924.05,48,52,84.91,1,0
"4338",0,315,1707.86,62.23,36,102,3362.5,29,33,56.04,1,0
"4339",0,452,5592.83,65.22,61,0,5673.08,41,35,70.67,1,0
"4340",0,356,15616.54,97.53,80,108,15648,70,84,92.4,0,0
"4341",0,356,5739.29,67,40,0,7971.43,0,10,67.4,0,0
"4342",0,445,10161.23,87.37,86,0,8569.23,60,68,88.71,0,0
"4343",0,356,3347.58,71.74,50,180,3237.37,12,23,72.63,0,0
"4344",0,356,1415,65.54,25,156,2171.43,6,25,60,0,0
"4345",0,356,16865.3,97.42,100,132,14747.5,67,83,100,0,0
"4346",0,356,3053,85.91,75,0,3083.5,21,25,89.63,0,0
"4347",0,439,8703.11,85.39,74,0,9084.21,42,58,90.17,0,0
"4348",0,695,3424,52.64,40,0,4125,0,9,63,0,0
"4349",0,447,8729.73,81.06,59,0,6458.33,53,54,80,1,0
"4350",0,654,2784.57,76.93,75,0,2714.29,53,57,63.67,0,0
"4351",0,514,7477.94,92.5,88,0,6684.95,71,71,88.24,0,0
"4352",0,677,5929.25,73.64,46,0,2867.3,26,30,57.29,0,0
"4353",0,514,6931.88,65.2,44,0,8212.5,20,27,48.75,0,0
"4354",0,407,5938.43,90.88,75,0,5167.71,33,47,80.94,0,1
"4355",0,514,1862.7,61.52,32,0,2120,13,18,56.86,0,0
"4356",0,356,14835.82,90.28,90,168,15681.82,74,79,98,0,0
"4357",0,356,3909.1,79.95,38,144,4400,23,33,71.31,0,0
"4358",0,514,7480.7,89.5,80,0,8525,64,83,93.4,0,0
"4359",0,499,4319.5,75,57,0,3750,33,17,92,0,0
"4360",0,356,4173.57,77.58,45,144,4889.29,23,23,73.91,0,0
"4361",0,356,12850.25,97.76,75,108,12315,73,79,96.5,1,0
"4362",0,658,0,56.25,17,0,0,4,9,39.75,0,0
"4363",0,356,11036.37,92.87,100,144,10450,83,80,83.33,1,0
"4364",0,0,3816.67,87.67,48,503,3786.36,19,32,63.03,1,0
"4365",0,444,10049.55,87.69,90,0,9414.64,59,71,90,0,0
"4366",0,0,11000,89,75,504,11000,50,50,87.5,0,0
"4367",0,514,3360.38,57.04,49,0,2150,31,48,45.47,1,0
"4368",0,669,10350.25,54.44,43,0,10400,9,22,51.24,0,0
"4369",0,639,7875.09,79.29,50,0,6945.55,21,37,58.29,0,0
"4370",0,420,5216.3,75.06,75,79,3475,35,65,75.5,0,0
"4371",0,0,4499.85,73.29,44,455,3630.77,26,41,66.69,0,0
"4372",0,639,13348.25,98.25,100,0,16375,88,100,100,0,0
"4373",0,639,4855.67,94.57,38,30,4300,38,50,87.5,0,0
"4374",0,508,8562.3,96.92,86,70,9630,64,77,85.71,0,0
"4375",0,0,4031.6,87.88,43,588,4460,38,63,76,0,0
"4376",0,639,2170.86,74.5,25,0,1342.86,8,17,65.5,0,0
"4377",0,348,7900.79,88.94,100,0,6230.56,62,62,100,1,0
"4378",0,0,4100,60.33,0,660,3300,20,25,65,0,0
"4379",0,544,11609.82,88.6,75,0,9827.08,56,73,97.92,0,0
"4380",0,0,7476.43,80.8,63,564,7028.57,18,45,87.13,0,0
"4381",0,0,5959,75.56,64,600,6024,36,45,79.64,0,0
"4382",0,639,5038,88.53,82,0,4192.4,50,57,81.73,0,0
"4383",0,594,1162.5,81.4,0,0,2050,0,33,54.25,0,0
"4384",0,356,3428,72.05,50,168,4735,26,23,73.33,0,0
"4385",0,465,10469.17,99.18,100,45,10158.33,70,57,100,0,0
"4386",0,424,1718.75,52.38,50,0,2062.5,0,25,63.5,0,0
"4387",0,669,6096.42,81.59,75,0,9150,67,69,89.94,0,0
"4388",0,328,10926.9,92.6,100,0,12090,64,73,88.89,0,0
"4389",0,514,983.25,59.17,33,0,975,21,20,76.25,0,0
"4390",0,639,5886.93,82.63,47,85,5382.47,9,35,90.91,1,0
"4391",0,639,17901.05,96.11,100,0,17660.48,89,88,100,0,0
"4392",0,444,7723.19,83.59,54,0,7616.67,43,53,86.1,1,0
"4393",0,356,3916.08,79.57,59,180,4884.62,21,41,78.32,0,0
"4394",0,356,14506.96,97.39,86,156,13214.81,67,81,90,0,0
"4395",0,0,11007.14,70.5,53,594,11921.43,26,32,78.6,0,0
"4396",0,475,5347.19,91.67,77,0,4480,68,68,91,0,1
"4397",0,356,4900.13,97.9,100,180,5562.5,82,100,100,0,0
"4398",0,356,12534.29,98.87,100,144,12016.43,73,93,100,0,0
"4399",0,356,1658.5,73,33,144,4937.5,45,44,39.67,0,0
"4400",0,356,7217.21,82.59,56,168,6063.16,53,58,70.78,0,0
"4401",0,576,14240.5,91.04,85,0,13806.25,50,75,91.55,1,0
"4402",0,356,6817.06,96.33,86,144,7397.43,79,85,77.79,0,0
"4403",0,499,7493.21,66.53,71,0,5267.86,21,26,87.94,0,0
